Transaction_ID,Customer_ID,Category,Units_Sold,Unit_Price,Date,Revenue,Cost,Profit
2220,3271,Groceries,5,1528,2025-12-24,7640,5600.107325094922,2039.892674905078
2221,1317,Clothing,3,1821,2025-06-10,5463,4819.6337355743735,643.3662644256265
2222,3396,Furniture,6,1713,2025-07-27,10278,7945.703471880922,2332.296528119078
2223,3162,Sports,3,401,2025-01-20,1203,605.7543041680194,597.2456958319806
2224,3745,Electronics,6,172,2025-02-17,1032,792.3577653263753,239.64223467362467
2225,2346,Sports,8,750,2025-01-27,6000,4572.0690623899145,1427.9309376100855
2226,2591,Furniture,4,897,2025-06-09,3588,3030.832965083216,557.1670349167839
2227,4111,Electronics,8,1365,2025-06-04,10920,6034.923843059977,4885.076156940023
2228,2889,Groceries,7,1011,2025-10-08,7077,5823.441652175375,1253.5583478246253
2229,3087,Electronics,4,386,2025-03-07,1544,1312.79565028673,231.20434971326995
2230,4930,Electronics,3,1890,2025-08-18,5670,4654.00898502449,1015.9910149755096
2231,2996,Electronics,5,820,2025-08-03,4100,2723.101639954032,1376.8983600459678
2232,2772,Furniture,5,328,2025-09-01,1640,1273.340504066836,366.65949593316395
2233,2312,Clothing,7,918,2025-01-12,6426,5314.207313657155,1111.7926863428447
2234,2285,Furniture,1,1304,2025-04-11,1304,1145.7824065125371,158.21759348746286
2235,1215,Clothing,9,1741,2025-06-23,15669,9928.288156653272,5740.711843346728
2236,4218,Groceries,2,158,2025-08-17,316,184.2037833407184,131.7962166592816
2237,3383,Groceries,9,1946,2025-08-30,17514,14057.600653116959,3456.3993468830413
2238,4239,Groceries,9,889,2025-10-31,8001,4312.047236811061,3688.9527631889387
2239,3139,Groceries,3,1618,2025-08-01,4854,3519.6654697126855,1334.3345302873145
2240,3400,Groceries,7,1199,2025-04-22,8393,7085.154634818937,1307.8453651810632
2241,3618,Sports,3,629,2025-12-28,1887,1111.7258063006911,775.2741936993089
2242,4642,Furniture,8,1830,2025-07-22,14640,9592.313719688216,5047.686280311784
2243,3863,Clothing,8,376,2025-12-07,3008,2495.688648920311,512.3113510796888
2244,2704,Groceries,3,1340,2025-02-06,4020,2817.5374878556086,1202.4625121443914
2245,3828,Sports,5,1561,2025-05-12,7805,4457.635826734665,3347.364173265335
2246,1362,Sports,7,697,2025-03-31,4879,2603.299637168152,2275.700362831848
2247,3604,Sports,1,1349,2025-07-31,1349,975.1845846878662,373.81541531213384
2248,4416,Furniture,3,111,2025-11-23,333,169.39658022705325,163.60341977294675
2249,2716,Groceries,1,220,2025-04-12,220,139.91342899965073,80.08657100034927
2250,2193,Sports,2,1688,2025-02-16,3376,2514.522300793924,861.4776992060761
2251,1355,Sports,7,1165,2025-04-30,8155,4095.32043672085,4059.67956327915
2252,1190,Groceries,7,1148,2025-01-17,8036,6808.424795986199,1227.5752040138013
2253,4738,Furniture,3,1699,2025-10-15,5097,4499.549397638656,597.450602361344
2254,3469,Sports,6,170,2025-06-27,1020,677.5708188101403,342.4291811898597
2255,1699,Clothing,6,1799,2025-10-01,10794,5572.623706161626,5221.376293838374
2256,3054,Electronics,2,533,2025-07-13,1066,652.3851031193933,413.6148968806067
2257,3180,Electronics,9,1783,2025-01-06,16047,12279.39929467071,3767.6007053292906
2258,4818,Electronics,8,312,2025-01-03,2496,1290.661012244804,1205.338987755196
2259,1556,Furniture,2,187,2025-07-18,374,314.7825732778974,59.21742672210257
2260,1825,Sports,4,1241,2025-02-04,4964,4077.058376399085,886.9416236009151
2261,3808,Electronics,9,565,2025-08-27,5085,3483.6536859876287,1601.3463140123713
2262,2054,Electronics,4,250,2025-03-18,1000,808.1745860505293,191.82541394947066
2263,3582,Groceries,7,151,2025-04-12,1057,600.4002799676482,456.5997200323518
2264,1425,Sports,5,1058,2025-03-07,5290,4669.22221062213,620.7777893778702
2265,4465,Sports,6,68,2025-02-20,408,285.24433354603366,122.75566645396634
2266,3719,Groceries,1,415,2025-05-04,415,371.03304974234595,43.96695025765405
2267,3410,Sports,4,1554,2025-07-19,6216,4416.980000886838,1799.0199991131622
2268,4508,Clothing,5,1495,2025-03-14,7475,5859.086097709043,1615.9139022909567
2269,4741,Furniture,6,1607,2025-06-11,9642,7905.300048572096,1736.6999514279041
2270,2574,Groceries,6,1432,2025-06-16,8592,7014.915811269578,1577.0841887304223
2271,4998,Electronics,5,690,2025-12-17,3450,2741.689034480644,708.3109655193562
2272,3129,Sports,3,930,2025-11-01,2790,1547.560083398461,1242.439916601539
2273,3403,Clothing,2,998,2025-06-24,1996,1324.4038523923757,671.5961476076243
2274,4329,Clothing,7,198,2025-10-19,1386,993.3599831780382,392.6400168219618
2275,4789,Furniture,1,546,2025-01-22,546,427.6976031544647,118.30239684553533
2276,1588,Clothing,5,1464,2025-11-29,7320,4819.201978639505,2500.798021360495
2277,3012,Sports,4,799,2025-08-15,3196,2310.2302982143465,885.7697017856535
2278,2547,Sports,7,56,2025-06-21,392,262.45463125431297,129.54536874568703
2279,1294,Clothing,2,382,2025-07-14,764,600.0528850295277,163.94711497047228
2280,2985,Sports,8,1096,2025-07-08,8768,4661.897283482105,4106.102716517895
2281,2247,Sports,9,1031,2025-09-02,9279,7290.329677790429,1988.6703222095712
2282,2548,Electronics,1,139,2025-05-17,139,116.13126300020558,22.86873699979442
2283,4117,Groceries,5,1603,2025-10-31,8015,4048.1253485656343,3966.8746514343657
2284,2690,Sports,4,1958,2025-10-01,7832,5590.649807649927,2241.3501923500726
2285,2136,Sports,5,632,2025-03-31,3160,1896.736650927192,1263.263349072808
2286,2256,Furniture,9,1139,2025-06-06,10251,6898.7882846557295,3352.2117153442705
2287,3064,Groceries,3,102,2025-05-20,306,244.26047634170152,61.73952365829848
2288,1359,Groceries,1,452,2025-06-16,452,366.18946521900875,85.81053478099125
2289,4294,Groceries,3,753,2025-10-02,2259,1492.40220665991,766.59779334009
2290,3913,Clothing,4,191,2025-01-24,764,409.97573703154984,354.02426296845016
2291,1699,Electronics,2,1098,2025-12-29,2196,1633.373841561939,562.6261584380611
2292,1447,Electronics,1,811,2025-10-27,811,496.04260783848724,314.95739216151276
2293,3903,Furniture,1,82,2025-12-16,82,44.811656537101136,37.188343462898864
2294,3412,Groceries,8,737,2025-04-05,5896,3690.519588570254,2205.480411429746
2295,1674,Groceries,4,1624,2025-07-30,6496,4755.99029952605,1740.00970047395
2296,2007,Sports,2,1451,2025-11-01,2902,2505.556065432912,396.44393456708804
2297,2349,Clothing,3,1441,2025-04-21,4323,2534.1584208020136,1788.8415791979864
2298,3514,Clothing,8,1285,2025-01-04,10280,8281.31000991637,1998.6899900836306
2299,3461,Furniture,6,925,2025-03-03,5550,4689.259515361037,860.7404846389627
2300,4526,Electronics,8,1206,2025-01-18,9648,5395.037009353262,4252.962990646738
2301,1585,Groceries,5,1698,2025-04-19,8490,4263.877837455074,4226.122162544926
2302,2256,Furniture,3,198,2025-05-06,594,521.6155487653007,72.38445123469933
2303,2247,Clothing,6,876,2025-11-16,5256,2834.627840006653,2421.372159993347
2304,1993,Clothing,8,1449,2025-04-11,11592,6544.166607498658,5047.833392501342
2305,4902,Clothing,5,1150,2025-06-29,5750,3812.9560677403874,1937.0439322596126
2306,2435,Groceries,5,575,2025-10-19,2875,1776.7913146737553,1098.2086853262447
2307,1571,Groceries,3,1008,2025-07-09,3024,2699.090282443,324.909717557
2308,3382,Groceries,3,615,2025-10-31,1845,1531.8321259258314,313.1678740741686
2309,2245,Sports,8,1838,2025-12-18,14704,11169.096976651712,3534.903023348288
2310,3084,Electronics,1,734,2025-09-02,734,374.76373663370856,359.23626336629144
2311,1988,Clothing,4,1571,2025-02-26,6284,3750.524030529729,2533.475969470271
2312,1277,Clothing,9,995,2025-02-26,8955,5169.534528252939,3785.465471747061
2313,2219,Sports,6,1754,2025-09-01,10524,6360.057915591185,4163.942084408815
2314,3963,Clothing,6,1165,2025-12-13,6990,6149.346142298391,840.653857701609
2315,2887,Clothing,7,1456,2025-08-09,10192,6753.811974761097,3438.188025238903
2316,1483,Groceries,7,690,2025-11-05,4830,4103.54060254112,726.4593974588797
2317,2265,Groceries,6,557,2025-03-29,3342,2303.377426806181,1038.6225731938189
2318,4395,Electronics,9,179,2025-03-03,1611,1233.155878072235,377.84412192776495
2319,1730,Clothing,8,1145,2025-02-08,9160,8029.415972624293,1130.5840273757067
2320,3239,Furniture,8,816,2025-03-23,6528,4784.434313395792,1743.5656866042082
2321,2040,Clothing,2,702,2025-01-10,1404,902.2899218709097,501.71007812909033
2322,3571,Clothing,7,1047,2025-02-25,7329,5050.511867527707,2278.488132472293
2323,1917,Electronics,1,452,2025-09-22,452,310.7475031709735,141.25249682902648
2324,3448,Furniture,8,1584,2025-06-27,12672,10391.151582975772,2280.848417024228
2325,4977,Clothing,3,1892,2025-09-25,5676,3600.2412248339588,2075.7587751660412
2326,1885,Furniture,9,1199,2025-03-14,10791,5580.8897705479685,5210.1102294520315
2327,3752,Groceries,5,1836,2025-01-17,9180,7061.706136205543,2118.293863794457
2328,1021,Groceries,7,1578,2025-02-04,11046,9301.112550320919,1744.8874496790813
2329,1473,Furniture,7,563,2025-07-14,3941,2760.7236843316145,1180.2763156683855
2330,4191,Clothing,9,528,2025-07-17,4752,2642.0506062554778,2109.9493937445222
2331,3257,Furniture,2,1083,2025-12-09,2166,1208.6039903372282,957.3960096627718
2332,3353,Furniture,4,1526,2025-10-18,6104,5230.150055336745,873.849944663255
2333,4341,Groceries,8,520,2025-07-19,4160,2201.7499401541054,1958.2500598458946
2334,1703,Furniture,5,1447,2025-10-17,7235,5072.887963354653,2162.112036645347
2335,1686,Sports,5,847,2025-01-11,4235,2677.6683615875395,1557.3316384124605
2336,1284,Sports,3,785,2025-08-09,2355,1436.7406992069848,918.2593007930152
2337,1715,Groceries,5,1138,2025-01-10,5690,3236.9309137041523,2453.0690862958477
2338,4747,Clothing,7,158,2025-03-23,1106,685.6014568088947,420.3985431911053
2339,1762,Clothing,4,349,2025-12-04,1396,1097.6714052795148,298.32859472048517
2340,2250,Groceries,8,1115,2025-09-25,8920,6592.2796480426,2327.7203519574005
2341,1947,Clothing,6,1332,2025-06-28,7992,4260.197158686759,3731.8028413132406
2342,3428,Electronics,6,672,2025-03-24,4032,3231.8079358119785,800.1920641880215
2343,3507,Sports,6,463,2025-08-21,2778,1782.9225344937722,995.0774655062278
2344,2030,Electronics,4,982,2025-12-19,3928,2305.306380943015,1622.693619056985
2345,1028,Electronics,3,77,2025-03-30,231,191.03238884606864,39.96761115393136
2346,1906,Electronics,6,612,2025-04-18,3672,2770.0350594088936,901.9649405911064
2347,4104,Groceries,6,1444,2025-07-06,8664,6835.520801202816,1828.479198797184
2348,4717,Electronics,2,262,2025-01-02,524,326.0749154633741,197.9250845366259
2349,3926,Furniture,9,1710,2025-09-15,15390,12305.207241757702,3084.792758242298
2350,3126,Clothing,4,830,2025-05-13,3320,2025.7449594001982,1294.2550405998018
2351,4999,Groceries,4,1625,2025-05-30,6500,5018.139548288625,1481.8604517113754
2352,3994,Furniture,8,203,2025-11-21,1624,953.6727475682759,670.3272524317241
2353,3506,Furniture,3,921,2025-06-05,2763,2082.0484327434283,680.9515672565717
2354,1569,Sports,7,207,2025-05-22,1449,989.0833838768542,459.9166161231458
2355,3006,Sports,7,969,2025-04-14,6783,3815.919234115573,2967.080765884427
2356,4609,Furniture,2,343,2025-04-17,686,505.94466842735017,180.05533157264983
2357,4553,Sports,3,1434,2025-02-19,4302,2170.741607067244,2131.258392932756
2358,2453,Clothing,4,1439,2025-07-21,5756,4466.834117034891,1289.1658829651087
2359,1737,Clothing,2,502,2025-06-18,1004,881.5430676520516,122.4569323479484
2360,4356,Sports,9,833,2025-05-23,7497,6435.670765395552,1061.3292346044482
2361,1515,Electronics,6,671,2025-11-20,4026,3583.6029903965596,442.39700960344044
2362,3000,Furniture,1,283,2025-10-26,283,191.10693313121502,91.89306686878498
2363,4170,Clothing,1,872,2025-11-01,872,725.3296884357217,146.67031156427834
2364,3444,Sports,8,226,2025-05-26,1808,1006.447578493794,801.552421506206
2365,4560,Sports,6,688,2025-12-03,4128,2092.105910357217,2035.894089642783
2366,1038,Clothing,7,641,2025-04-05,4487,2528.268811135369,1958.731188864631
2367,4342,Clothing,6,101,2025-10-30,606,410.4947277846354,195.50527221536458
2368,1886,Electronics,2,866,2025-03-25,1732,978.7330859130464,753.2669140869536
2369,3844,Sports,3,1521,2025-04-03,4563,3110.4802842395297,1452.5197157604703
2370,3204,Sports,8,1889,2025-03-08,15112,8981.022571680352,6130.9774283196475
2371,2098,Groceries,4,379,2025-07-18,1516,889.08187842913,626.91812157087
2372,3931,Electronics,8,1667,2025-03-01,13336,11572.943921513319,1763.0560784866811
2373,2823,Clothing,3,1879,2025-12-19,5637,3991.3943396199393,1645.6056603800607
2374,4201,Clothing,2,834,2025-08-06,1668,1284.0732054471023,383.9267945528977
2375,2710,Furniture,7,1626,2025-07-31,11382,7506.534454589169,3875.4655454108306
2376,1973,Clothing,1,871,2025-06-09,871,493.02537152331564,377.97462847668436
2377,4155,Sports,3,345,2025-12-07,1035,813.1844147800164,221.81558521998363
2378,4093,Clothing,2,848,2025-06-29,1696,1148.9087679007123,547.0912320992877
2379,4530,Sports,5,395,2025-02-22,1975,1652.2095260624617,322.7904739375383
2380,2562,Sports,2,203,2025-12-27,406,216.26694859477672,189.73305140522328
2381,4778,Electronics,5,281,2025-09-11,1405,918.0634016616333,486.9365983383667
2382,3896,Clothing,3,381,2025-07-03,1143,645.2280546519479,497.7719453480521
2383,4453,Electronics,9,1219,2025-11-24,10971,8531.535329224162,2439.4646707758384
2384,3795,Sports,9,1555,2025-08-31,13995,8886.166187912157,5108.833812087843
2385,4511,Clothing,8,1876,2025-01-16,15008,10002.99884437446,5005.0011556255395
2386,4675,Clothing,5,428,2025-12-13,2140,1369.1749721304388,770.8250278695612
2387,1988,Electronics,7,1449,2025-05-18,10143,8482.543110362423,1660.4568896375768
2388,1020,Electronics,2,617,2025-12-14,1234,895.190812244248,338.80918775575196
2389,3350,Sports,3,1958,2025-03-22,5874,4601.764049085164,1272.2359509148364
2390,1868,Sports,2,79,2025-09-11,158,125.82878456387304,32.17121543612696
2391,1083,Clothing,1,1502,2025-05-06,1502,1175.9226169702424,326.0773830297576
2392,4845,Clothing,3,547,2025-12-11,1641,1440.5004580772727,200.4995419227273
2393,2682,Groceries,4,1660,2025-07-26,6640,5052.5697832336655,1587.4302167663345
2394,2976,Groceries,9,543,2025-12-14,4887,3711.9682922924494,1175.0317077075506
2395,4524,Furniture,2,613,2025-09-12,1226,1009.9413996896992,216.0586003103008
2396,2410,Sports,9,1269,2025-09-15,11421,5785.277628847973,5635.722371152027
2397,2530,Furniture,1,1896,2025-05-08,1896,992.192007658812,903.807992341188
2398,4328,Furniture,9,789,2025-10-23,7101,4255.982446206569,2845.017553793431
2399,1569,Electronics,6,1211,2025-02-11,7266,4160.682261590371,3105.317738409629
2400,4963,Electronics,8,743,2025-08-11,5944,3336.287356872682,2607.712643127318
2401,1933,Groceries,3,1875,2025-04-05,5625,4055.775952062583,1569.2240479374168
2402,4598,Furniture,8,1264,2025-06-02,10112,5848.879874069222,4263.120125930778
2403,4233,Groceries,9,720,2025-05-09,6480,5745.231337019529,734.7686629804712
2404,2980,Sports,7,753,2025-07-29,5271,3023.1592521561047,2247.8407478438953
2405,4234,Clothing,4,1553,2025-01-16,6212,3519.779458618626,2692.220541381374
2406,2855,Electronics,6,227,2025-06-19,1362,993.2025879416512,368.79741205834875
2407,4056,Sports,6,461,2025-06-14,2766,1583.4541184162854,1182.5458815837146
2408,1792,Sports,2,1436,2025-12-27,2872,2200.2523081431623,671.7476918568377
2409,1791,Electronics,2,1622,2025-02-06,3244,2735.9059661222027,508.0940338777973
2410,4595,Electronics,5,785,2025-07-18,3925,2646.6733102599146,1278.3266897400854
2411,2809,Furniture,1,721,2025-05-14,721,461.4028016731001,259.5971983268999
2412,2294,Groceries,5,1794,2025-12-17,8970,6959.210769116148,2010.7892308838518
2413,3539,Sports,3,1043,2025-08-25,3129,2572.86460877164,556.1353912283598
2414,3255,Furniture,3,852,2025-07-21,2556,1587.640415959449,968.359584040551
2415,4610,Furniture,8,1322,2025-06-23,10576,8720.94930081178,1855.0506991882194
2416,2607,Sports,3,1770,2025-10-23,5310,4283.501481023696,1026.4985189763038
2417,2083,Sports,3,1048,2025-11-06,3144,2179.2802999034634,964.7197000965366
2418,3477,Clothing,1,494,2025-02-15,494,337.50310779184036,156.49689220815964
2419,1984,Groceries,8,390,2025-04-29,3120,1690.606653952463,1429.393346047537
2420,2680,Sports,6,849,2025-10-24,5094,2725.6524997049823,2368.3475002950177
2421,4676,Electronics,8,1811,2025-08-18,14488,11578.128154757978,2909.8718452420217
2422,4380,Clothing,3,1299,2025-12-20,3897,2860.45480245595,1036.54519754405
2423,1519,Groceries,6,1081,2025-11-19,6486,4512.047014848171,1973.9529851518291
2424,1590,Electronics,2,584,2025-10-06,1168,605.4984174037988,562.5015825962012
2425,2050,Electronics,3,1031,2025-06-20,3093,1615.6368388742264,1477.3631611257736
2426,2709,Groceries,4,784,2025-11-13,3136,2723.0702386711005,412.92976132889953
2427,4633,Clothing,9,1422,2025-09-30,12798,9782.076950594783,3015.923049405217
2428,3035,Electronics,4,1239,2025-08-09,4956,3243.1434017978877,1712.8565982021123
2429,3246,Furniture,7,1348,2025-07-12,9436,7360.268653342253,2075.731346657747
2430,3434,Groceries,8,999,2025-01-03,7992,4820.618951842271,3171.3810481577293
2431,1348,Groceries,5,1886,2025-03-19,9430,6258.7583158012385,3171.2416841987615
2432,1959,Sports,2,597,2025-07-22,1194,817.5409620201639,376.4590379798361
2433,2963,Clothing,8,1762,2025-01-30,14096,7221.570904158476,6874.429095841524
2434,1692,Furniture,5,1773,2025-01-21,8865,7952.7973626236835,912.2026373763165
2435,2559,Furniture,5,361,2025-05-24,1805,1178.0584258356469,626.9415741643531
2436,4899,Sports,7,1018,2025-08-26,7126,6319.831081964671,806.1689180353287
2437,1377,Electronics,6,1905,2025-11-14,11430,8677.004331765003,2752.9956682349966
2438,3946,Electronics,3,1903,2025-03-01,5709,4976.354273323419,732.645726676581
2439,3963,Furniture,7,276,2025-04-25,1932,1007.9646596471819,924.0353403528181
2440,4629,Clothing,1,1132,2025-09-04,1132,1001.0446127180992,130.9553872819008
2441,1526,Electronics,4,818,2025-03-07,3272,2168.7514509782163,1103.2485490217837
2442,4224,Groceries,4,1170,2025-12-28,4680,2595.9649725430672,2084.0350274569328
2443,3781,Sports,6,770,2025-11-19,4620,3550.3189809249825,1069.6810190750175
2444,3253,Clothing,6,298,2025-09-28,1788,1439.422182535694,348.577817464306
2445,3502,Electronics,8,1918,2025-09-25,15344,11659.199093453451,3684.8009065465485
2446,4344,Furniture,1,310,2025-01-19,310,221.9688262062419,88.03117379375809
2447,4965,Sports,7,1476,2025-08-21,10332,8539.978509618724,1792.0214903812757
2448,2259,Electronics,4,107,2025-01-14,428,331.46099020721795,96.53900979278205
2449,2875,Furniture,6,1130,2025-05-23,6780,5067.4825571247075,1712.5174428752925
2450,2763,Electronics,9,1755,2025-03-28,15795,9899.357192803765,5895.642807196235
2451,1520,Sports,3,122,2025-09-24,366,311.4497644476311,54.55023555236892
2452,2701,Groceries,8,1463,2025-03-04,11704,9090.909262099789,2613.090737900211
2453,2016,Groceries,3,902,2025-10-26,2706,2326.6050495818376,379.39495041816235
2454,4003,Furniture,6,583,2025-07-14,3498,2597.098266232029,900.9017337679711
2455,4902,Groceries,2,102,2025-06-20,204,167.2681659808978,36.731834019102195
2456,3773,Sports,9,618,2025-05-09,5562,4748.695594072368,813.3044059276317
2457,2013,Furniture,2,943,2025-05-12,1886,1351.6107561027454,534.3892438972546
2458,3548,Electronics,5,152,2025-12-07,760,597.3769038439956,162.6230961560044
2459,1116,Clothing,6,1185,2025-01-25,7110,5194.550093064471,1915.4499069355288
2460,3433,Electronics,4,868,2025-12-06,3472,2736.78881404128,735.2111859587199
2461,2367,Sports,7,1846,2025-03-15,12922,9163.556730898164,3758.4432691018355
2462,1583,Furniture,7,967,2025-07-29,6769,5550.680492308506,1218.3195076914944
2463,1394,Electronics,7,1580,2025-08-13,11060,9101.575145345947,1958.424854654053
2464,2087,Furniture,7,419,2025-02-22,2933,1521.0680385058693,1411.9319614941307
2465,4788,Groceries,9,696,2025-05-11,6264,3642.24237484397,2621.75762515603
2466,3768,Clothing,2,881,2025-06-27,1762,1017.387903898795,744.612096101205
2467,1071,Sports,5,1258,2025-01-13,6290,3956.2005679923936,2333.7994320076064
2468,4860,Electronics,9,1099,2025-10-18,9891,6830.186849372356,3060.813150627644
2469,1273,Clothing,2,74,2025-05-26,148,117.51378623098684,30.486213769013162
2470,3013,Sports,3,886,2025-01-30,2658,1648.542228567966,1009.457771432034
2471,2343,Sports,7,977,2025-02-09,6839,5200.978531765076,1638.0214682349242
2472,1337,Groceries,9,1337,2025-04-20,12033,10161.675323032508,1871.3246769674915
2473,2389,Furniture,3,1594,2025-01-30,4782,3246.9884363054707,1535.0115636945293
2474,4566,Furniture,8,1895,2025-07-05,15160,11565.938993676826,3594.0610063231743
2475,1606,Clothing,8,1293,2025-12-10,10344,8679.310341291273,1664.6896587087267
2476,1165,Groceries,4,1861,2025-03-31,7444,5880.473665365121,1563.5263346348793
2477,2567,Sports,6,501,2025-11-17,3006,1627.3591928165665,1378.6408071834335
2478,3058,Groceries,8,756,2025-12-19,6048,3391.0146722347367,2656.9853277652633
2479,2324,Groceries,9,1245,2025-03-13,11205,5970.887510831896,5234.112489168104
2480,1728,Clothing,2,1243,2025-01-12,2486,1523.676067599175,962.323932400825
2481,3848,Furniture,1,1468,2025-03-19,1468,736.3335764477212,731.6664235522788
2482,3043,Groceries,5,1185,2025-10-01,5925,4407.4001608712515,1517.5998391287485
2483,1101,Groceries,3,944,2025-08-24,2832,1446.0548648656074,1385.9451351343926
2484,4496,Groceries,6,732,2025-04-14,4392,2984.4111430759967,1407.5888569240033
2485,2415,Electronics,1,1799,2025-03-06,1799,1254.7476778478604,544.2523221521396
2486,1778,Groceries,4,1977,2025-08-01,7908,5995.71843749494,1912.2815625050598
2487,1213,Groceries,6,735,2025-02-06,4410,2627.2141042487037,1782.7858957512963
2488,4762,Sports,2,339,2025-10-12,678,574.3432366446114,103.65676335538865
2489,2111,Electronics,8,629,2025-06-23,5032,3530.91111517973,1501.0888848202699
2490,2576,Groceries,4,1984,2025-04-14,7936,6158.788734163888,1777.211265836112
2491,3448,Groceries,2,1731,2025-08-04,3462,2210.3077883595997,1251.6922116404003
2492,3635,Clothing,1,188,2025-10-27,188,114.07762223705296,73.92237776294704
2493,3936,Clothing,8,1292,2025-01-18,10336,7582.592036507597,2753.407963492403
2494,4117,Electronics,1,1476,2025-03-20,1476,1266.55195310091,209.44804689909006
2495,2695,Sports,7,547,2025-08-23,3829,3013.0391682087657,815.9608317912343
2496,4534,Electronics,7,890,2025-12-31,6230,4856.419073199605,1373.580926800395
2497,1591,Electronics,6,1098,2025-01-20,6588,4595.548083656375,1992.4519163436253
2498,2333,Clothing,8,455,2025-10-17,3640,1830.082429757714,1809.917570242286
2499,2109,Clothing,1,1325,2025-03-14,1325,1128.1962319361717,196.80376806382833
2500,3139,Sports,1,1800,2025-12-20,1800,1073.6163996100013,726.3836003899987
2501,4731,Groceries,1,495,2025-06-12,495,341.3695796696313,153.63042033036868
2502,3720,Sports,6,726,2025-07-04,4356,2514.073240948918,1841.9267590510822
2503,1713,Groceries,7,955,2025-10-10,6685,5519.027179702274,1165.9728202977258
2504,1935,Furniture,9,1666,2025-08-22,14994,7698.944449123091,7295.055550876909
2505,2951,Clothing,5,869,2025-10-01,4345,3313.267511458845,1031.732488541155
2506,1241,Furniture,1,1150,2025-05-26,1150,597.3566018135134,552.6433981864866
2507,3043,Furniture,9,1397,2025-06-04,12573,10904.460627025861,1668.539372974139
2508,4936,Clothing,5,529,2025-08-11,2645,1380.6379977950899,1264.3620022049101
2509,1001,Furniture,6,333,2025-04-07,1998,1710.119179769575,287.8808202304249
2510,3272,Electronics,9,1231,2025-05-23,11079,6656.646409010808,4422.353590989192
2511,3848,Groceries,2,1759,2025-02-16,3518,2678.149066292818,839.8509337071819
2512,2768,Sports,3,1241,2025-10-19,3723,2810.016519423179,912.983480576821
2513,2949,Clothing,7,1222,2025-01-19,8554,7191.200352150978,1362.7996478490222
2514,3636,Electronics,3,1216,2025-12-21,3648,2411.818441129397,1236.181558870603
2515,3163,Sports,2,692,2025-08-12,1384,984.9622120439718,399.0377879560282
2516,4737,Sports,7,1410,2025-02-14,9870,6456.326371102561,3413.673628897439
2517,1917,Sports,8,1536,2025-04-13,12288,9365.702321747394,2922.2976782526057
2518,4174,Furniture,9,146,2025-09-09,1314,820.2798891256165,493.7201108743835
2519,3241,Furniture,2,502,2025-02-26,1004,759.0996278449992,244.9003721550008
2520,4237,Furniture,2,1337,2025-11-28,2674,2142.7437986798545,531.2562013201455
2521,3918,Furniture,7,442,2025-04-29,3094,1707.8062624405243,1386.1937375594757
2522,1089,Electronics,4,1963,2025-06-06,7852,5118.6175976614695,2733.3824023385305
2523,2709,Furniture,5,1419,2025-01-16,7095,3646.917001989063,3448.082998010937
2524,3169,Clothing,1,435,2025-05-30,435,233.32159990665468,201.67840009334532
2525,1142,Sports,6,214,2025-11-24,1284,666.5778663035868,617.4221336964132
2526,4041,Electronics,8,1583,2025-11-07,12664,9905.643726466504,2758.3562735334963
2527,1105,Furniture,1,1557,2025-05-24,1557,1388.7688454719414,168.2311545280586
2528,1886,Sports,2,1469,2025-11-07,2938,2187.701961529524,750.2980384704761
2529,1427,Electronics,7,580,2025-10-30,4060,2581.178196234216,1478.821803765784
2530,2328,Sports,2,844,2025-03-14,1688,1365.4971434432996,322.5028565567004
2531,2895,Electronics,9,1993,2025-10-10,17937,12613.910829394048,5323.089170605952
2532,2994,Groceries,6,499,2025-04-21,2994,1662.8755072478953,1331.1244927521047
2533,1316,Electronics,5,1601,2025-04-09,8005,6872.362692419977,1132.637307580023
2534,2986,Furniture,7,563,2025-07-30,3941,2169.117499133414,1771.8825008665858
2535,1634,Sports,8,454,2025-12-17,3632,3234.7040971256774,397.29590287432256
2536,2925,Sports,9,571,2025-05-23,5139,3313.548609701632,1825.451390298368
2537,3056,Sports,6,1003,2025-05-01,6018,4759.0300629837675,1258.9699370162325
2538,3821,Clothing,5,667,2025-12-13,3335,2947.2939384774863,387.70606152251366
2539,4144,Clothing,7,66,2025-02-02,462,340.6724103762231,121.32758962377687
2540,4430,Furniture,2,253,2025-07-18,506,450.506559688181,55.49344031181897
2541,3270,Groceries,8,1080,2025-08-03,8640,4939.516947252497,3700.4830527475033
2542,2439,Clothing,4,1786,2025-12-22,7144,3734.9705576305546,3409.0294423694454
2543,1552,Electronics,1,1631,2025-01-22,1631,1235.9923448156628,395.0076551843372
2544,4441,Furniture,3,1763,2025-11-17,5289,2865.1455965874343,2423.8544034125657
2545,1715,Groceries,9,1584,2025-02-27,14256,10010.36158844244,4245.63841155756
2546,2287,Electronics,4,1083,2025-10-10,4332,3512.664099925727,819.335900074273
2547,4911,Sports,3,833,2025-05-20,2499,2074.8871249609306,424.1128750390694
2548,2713,Clothing,4,1842,2025-11-24,7368,5344.247229479698,2023.752770520302
2549,2883,Electronics,3,1722,2025-08-17,5166,3544.0873014036833,1621.9126985963167
2550,4389,Groceries,3,62,2025-02-02,186,99.82907260350625,86.17092739649375
2551,2107,Furniture,2,238,2025-04-24,476,367.4666746971443,108.5333253028557
2552,2341,Electronics,6,1505,2025-07-13,9030,7207.802061133148,1822.1979388668524
2553,1110,Furniture,6,193,2025-10-09,1158,759.7592115237646,398.24078847623537
